א	אַלעף
בעלי ייִאוש	באַלע ייִעש
בעלי־ייִאוש	באַלע־ייִעש
בעלי ייִחוס	באַלע ייִחעס
בעלי־ייִחוס	באַלע־ייִחעס
בעלי ייִחוסים	באַלע ייִחוסים
בעלי־ייִחוסים	באַלע־ייִחוסים
בעלי יכולת	באַלע יעכוילעת
בעלי־יכולת	באַלע־יעכוילעת
בעלי יסורים	באַלע יעסורים
בעלי־יסורים	באַלע־יעסורים
בעלי כּוח	באַלע קויעח
בעלי־כּוח	באַלע־קויעח
בעלי כּוחות	באַלע קויכעת
בעלי־כּוחות	באַלע־קויכעת
בעלי כּיסים	באַלע כּיסים
בעלי־כּיסים	באַלע־כּיסים
בעלי כּישרונות	באַלע כּישרוינעת
בעלי־כּישרונות	באַלע־כּישרוינעת
בעלי לשון קודש	באַלע לאָשנקוידעש
בעלי־לשון־קודש	באַלע־לאָשנקוידעש
בעלי לשונות	באַלע לעשוינעת
בעלי־לשונות	באַלע־לעשוינעת
בעלי מדקדקים	באַלע מעדאַקדעקים
בעלי־מדקדקים	באַלע־מעדאַקדעקים
בעלי מוח	באַלע מויעח
בעלי־מוח	באַלע־מויעח
בעלי מוחות	באַלע מויחעת
בעלי־מוחות	באַלע־מויחעת
בעלי מום	באַלע מום
בעלי־מום	באַלע־מום
בעלי מומים	באַלע מומים
בעלי־מומים	באַלע־מומים
בעלי מוסף	באַלע מוסעף
בעלי־מוסף	באַלע־מוסעף
בעלי מוסר	באַלע מוסער
בעלי־מוסר	באַלע־מוסער
בעלי מופֿתים	באַלע מאָפֿתים
בעלי־מופֿתים	באַלע־מאָפֿתים
בעלי מזג טובֿ	באַלע מעזעקטאָוו
בעלי־מזג־טובֿ	באַלע־מעזעקטאָוו
בעלי מזלות	באַלע מאַזאָלעת
בעלי־מזלות	באַלע־מאַזאָלעת
בעלי מחברים	באַלע מעחאַברים
בעלי־מחברים	באַלע־מעחאַברים
בעלי מחיות	באַלע מיכיעת
בעלי־מחיות	באַלע־מיכיעת
בעלי מחלוקת	באַלע מאַחלויקעת
בעלי־מחלוקת	באַלע־מאַחלויקעת
בעלי מחלוקתן	באַלע מאַחלויקעתן
בעלי־מחלוקתן	באַלע־מאַחלויקעתן
בעלי מחשבֿות	באַלע מאַחשאָוועת
בעלי־מחשבֿות	באַלע־מאַחשאָוועת
בעלי מטופּלים	באַלע מעטופּאָלים
בעלי־מטופּלים	באַלע־מעטופּאָלים
בעלי מידות	באַלע מידעת
בעלי־מידות	באַלע־מידעת
בעלי מיחושים	באַלע מייחושים
בעלי־מיחושים	באַלע־מייחושים
בעלי מיחושן	באַלע מייחעשן
בעלי־מיחושן	באַלע־מייחעשן
בעלי מיצוות	באַלע מיצוועת
בעלי־מיצוות	באַלע־מיצוועת
בעלי מישפּט	באַלע מישפּעט
בעלי־מישפּט	באַלע־מישפּעט
בעלי מכשפֿים	באַלע מעכאַשפֿים
בעלי־מכשפֿים	באַלע־מעכאַשפֿים
בעלי מלאָכות	באַלע מעלאָכעת
בעלי־מלאָכות	באַלע־מעלאָכעת
בעלי מלחמות	באַלע מילחאָמעת
בעלי־מלחמות	באַלע־מילחאָמעת
בעלי מליצות	באַלע מעליצעת
בעלי־מליצות	באַלע־מעליצעת
בעלי מנגנים	באַלע מענאַגנים
בעלי־מנגנים	באַלע־מענאַגנים
בעלי מפֿטיר	באַלע מאַפֿטער
בעלי־מפֿטיר	באַלע־מאַפֿטער
בעלי מפֿרנסים	באַלע מעפֿאַרנעסים
בעלי־מפֿרנסים	באַלע־מעפֿאַרנעסים
בעלי מציאות	באַלע מעציִעת
בעלי־מציאות	באַלע־מעציִעת
בעלי מצליחים	באַלע מאַצליחים
בעלי־מצליחים	באַלע־מאַצליחים
בעלי מקובלים	באַלע מעקובאָלים
בעלי־מקובלים	באַלע־מעקובאָלים
בעלי מקנאים	באַלע מעקאַנים
בעלי־מקנאים	באַלע־מעקאַנים
בעלי מרה שחורה	באַלע מאָרעשחוירעה
בעלי־מרה־שחורה	באַלע־מאָרעשחוירעה
בעלי משחיתים	באַלע מאַשחיתים
בעלי־משחיתים	באַלע־מאַשחיתים
בעלי משפּחות	באַלע מישפּאָחעת
בעלי־משפּחות	באַלע־מישפּאָחעת
בעלי נסיונות	באַלע ניסיוינעת
בעלי־נסיונות	באַלע־ניסיוינעת
בעלי נסים	באַלע ניסים
בעלי־נסים	באַלע־ניסים
בעלי נעילה	באַלע נילעה
בעלי־נעילה	באַלע־נילעה
בעלי נצחונות	באַלע ניצחוינעת
בעלי־נצחונות	באַלע־ניצחוינעת
בעלי סודות	באַלע סוידעת
בעלי־סודות	באַלע־סוידעת
בעלי עבֿירות	באַלע אַוויירעת
בעלי־עבֿירות	באַלע־אַוויירעת
בעלי עבֿרי	באַלע איוורע
בעלי־עבֿרי	באַלע־איוורע
בעלי עוולות	באַלע אַוולעת
בעלי־עוולות	באַלע־אַוולעת
בעלי עסקים	באַלע אַסאָקים
בעלי־עסקים	באַלע־אַסאָקים
בעלי עסקנים	באַלע אַסקאָנים
בעלי־עסקנים	באַלע־אַסקאָנים
בעלי עצות	באַלע אייצעת
בעלי־עצות	באַלע־אייצעת
בעלי פּועלים	באַלע פּויאַלים
בעלי־פּועלים	באַלע־פּויאַלים
בעלי פּחדנים	באַלע פּאַחדאָנים
בעלי־פּחדנים	באַלע־פּאַחדאָנים
בעלי פּליטות	באַלע פּלייטעת
בעלי־פּליטות	באַלע־פּלייטעת
בעלי פּקדונות	באַלע פּיקדוינעת
בעלי־פּקדונות	באַלע־פּיקדוינעת
בעלי פּרנסה	באַלע פּאַרנאָסעה
בעלי־פּרנסה	באַלע־פּאַרנאָסעה
בעלי פּשרנים	באַלע פּאַשראָנים
בעלי־פּשרנים	באַלע־פּאַשראָנים
בעלי צדקה	באַלע צדאָקעה
בעלי־צדקה	באַלע־צדאָקעה
בעלי צדקות	באַלע צדאָקעת
בעלי־צדקות	באַלע־צדאָקעת
בעלי צורות	באַלע צורעת
בעלי־צורות	באַלע־צורעת
בעלי קבלה	באַלע קאַבאָלעה
בעלי־קבלה	באַלע־קאַבאָלעה
בעלי קרי	באַלע קיירע
בעלי־קרי	באַלע־קיירע
בעלי קריאה	באַלע קריִעה
בעלי־קריאה	באַלע־קריִעה
בעלי רחמים	באַלע ראַחמים
בעלי־רחמים	באַלע־ראַחמים
בעלי רחמנות	באַלע ראַחמאָנעת
בעלי־רחמנות	באַלע־ראַחמאָנעת
בעלי רחמנים	באַלע ראַחמאָנים
בעלי־רחמנים	באַלע־ראַחמאָנים
בעלי שחרית	באַלע שאַחרעת
בעלי־שחרית	באַלע־שאַחרעת
בעלי שחריתים	באַלע שאַחרייתים
בעלי־שחריתים	באַלע־שאַחרייתים
בעלי שם	באַלע שעם
בעלי־שם	באַלע־שעם
בעלי שמות	באַלע שיימעת
בעלי־שמות	באַלע־שיימעת
בעלי שפֿע	באַלע שעפֿע
בעלי־שפֿע	באַלע־שעפֿע
בעלי שׂימחות	באַלע שׂימחעת
בעלי־שׂימחות	באַלע־שׂימחעת
בעלי שׂכל	באַלע סייכל
בעלי־שׂכל	באַלע־סייכל
בעלי תּאוות	באַלע תּײַוועת
בעלי־תּאוות	באַלע־תּײַוועת
בעלי תּבֿיעות	באַלע טוויִעת
בעלי־תּבֿיעות	באַלע־טוויִעת
בעלי תּוספֿות	באַלע טויסעפֿעת
בעלי־תּוספֿות	באַלע־טויסעפֿעת
בעלי תּחבולות	באַלע תּאַחבולעת
בעלי־תּחבולות	באַלע־תּאַחבולעת
בעלי תּכלית	באַלע תּאַכלעת
בעלי־תּכלית	באַלע־תּאַכלעת
בעלי תּכליתים	באַלע תּאַכלייתים
בעלי־תּכליתים	באַלע־תּאַכלייתים
בעלי תּנך	באַלע תּענאַך
בעלי־תּנך	באַלע־תּענאַך
בעלי תּפֿילות	באַלע תּפֿילעת
בעלי־תּפֿילות	באַלע־תּפֿילעת
בעלי תּקיעות	באַלע תּקיִעת
בעלי־תּקיעות	באַלע־תּקיִעת
בעלי תּקיפֿים	באַלע תּאַקיפֿים,באַלע טקיפֿים
בעלי־תּקיפֿים	באַלע־תּאַקיפֿים,באַלע־טקיפֿים
בעלי תּשובֿה	באַלע תּשוּוועה
בעלי־תּשובֿה	באַלע־תּשוּוועה
בעלי תּשובֿות	באַלע תּשוּוועת
בעלי־תּשובֿות	באַלע־תּשוּוועת
בעלמא	בעאַלמע
בעלמא דקשוט	בעאַלמע דיקשויט
בעלן	באַלן
בעלנות	באַלאָנעת
בעלנטע	באַלנטע
בעלנים	באַלאָנים
בעמידה	באַאַמידעה
בעצם	בעעצעם
בערך	בעערעך
בעש״ט	בעשט
בעתּו	בעיִתּע
בעת	ביית
בעת מעשׂה	ביית מײַסעה
בעת־מעשׂה	ביית־מײַסעה
בפּה אחד	בעפּע עחעד
בפּה־אחד	בעפּע־עחעד
בפּה מלא	בעפּע מאָלע
בפּה־מלא	בעפּע־מאָלע
בפּועל	בעפּויעל
בפּועל ממש	בעפּויעל מאַמעש
בפּועל־ממש	בעפּויעל־מאַמעש
בפּחי נפֿש	בעפּאַחיי נעפֿעש
בפּחי־נפֿש	בעפּאַחיי־נעפֿעש
בפּישוט ידים ורגלים	בעפּישעט יאָדאַיִם וועראַגלאַיִם
בפּישוט־ידים־ורגלים	בעפּישעט־יאָדאַיִם־וועראַגלאַיִם
בפּשטות	בעפּאַשטעת
בפֿומבי	בעפֿומבי
בפֿירוש	בעפֿיירעש
בפֿירוש הותּנה	בעפֿיירעש הותּנעה
בפֿירושן	בעפֿיירעשן
בפֿירושע	בעפֿיירעשע
בפֿירושער	בעפֿיירעשער
בפֿני כּל עם ועדה	ביפֿניי כּאָל אַם וועיידעה
בפֿני־כּל־עם־ועדה	ביפֿניי־כּאָל־אַם־וועיידעה
בפֿני עם ועדה	ביפֿניי אַם וועיידעה
בפֿני־עם־ועדה	ביפֿניי־אַם־וועיידעה
בפֿני קהל ועדה	ביפֿניי קאָאָל וועיידעה
בפֿני־קהל־ועדה	ביפֿניי־קאָאָל־וועיידעה
בפֿרהסיא	בעפֿערעסיע
בפֿרוטרוט	ביפֿרויטרעט
בפֿרט	ביפֿראַט
בפֿרטיות	ביפֿראָטיעת
בצוואה	בעצאַוואָעה
בצורת־	בעצורעת
בצורת אָדם	בעצורעת אָדעם
בצורת־אָדם	בעצורעת־אָדעם
בציבור	בעציבער
בצימצום	בעצימצעם
בצלאל	בעצאַלעל
בצלאלן	בעצאַלעלן
בצלאלס	בעצאַלעלס
בקבלה	בעקאַבאָלעה
בקבֿיעות	ביקבֿיִעת
בקהילה קדושה	בעקעהילע קדוישעה
בקהילה־קדושה	בעקעהילע־קדוישעה
בקוו הבריאה	בעקאַוו האַבריִעה
בקוו־הבריאה	בעקאַוו־האַבריִעה
בקוו הבריאות	בעקאַוו האַבריִעת
בקוו־הבריאות	בעקאַוו־האַבריִעת
בקוו החיים והשלום	בעקאַוו האַחאַיִם וועהאַשאָלעם
בקוו־החיים־והשלום	בעקאַוו־האַחאַיִם־וועהאַשאָלעם
בקול רם	בעקאָל ראָם
בקול־רם	בעקאָל־ראָם
בקולי קולות	בעקאָלע קוילעס,בעקאָל קוילעת
בקולי־קולות	בעקאָלע־קוילעס,בעקאָל־קוילעת
בקי	באָקע
בקי בכל חדרי תּורה	באָקע בעכאָל חעדרע טוירע,בעכאָל כעדרע תּוירעה
בקי בכל־חדרי־תּורה	באָקע בעכאָל־חעדרע־טוירע,בעכאָל־כעדרע־תּוירעה
בקי בשבֿע חכמות	באָקע בעשעבֿע חאָכמעס,בעשעווע כאָכמעת
בקי בשבֿע־חכמות	באָקע בעשעבֿע־חאָכמעס,בעשעווע־כאָכמעת
בקיאה	בעקיִעה
בקיאות	בעקיִעת
בקיים	בעקיִיִם
בקיצור	בעקיצער
בק״ק	בעקאַק
בקרובֿ	בעקאָרעוו
בקשה	באַקאָשעה
בקשר	בעקעשער
בר־אורין	באַרוריען
בר־בי־רבֿ	באַרבעראַוו
בר־דעת	באַרדאַאַת
בר כּוזבא	באַר כּוזבע
בר־כּוזבא	באַר־כּוזבע
בר כּוכבא	באַר כּאָכבע
בר־כּוכבא	באַר־כּאָכבע
בר־מזל	באַרמאַזל
בר־מינן	באַרמינאַן,באַרמענען
בר־מיצווה	באַרמיצוועה
בר מיצווה בחור	באַרמיצווע באָחער
בר־מיצווה־בחור	באַרמיצווע־באָחער
בר־מיצוות	באַרמיצוועת
בר־נש	באַרנאַש
בר־סמכא	באַרסאַמכע
בר־עונשין	באַראָנשין
בר־פּלוגתּא	באַרפּלוקתּע
בר־שׂכל	באַרשׂייכל
