source	target	freq
موجبات	mūjibāt	3
والأندية	wa-al-andiyah	3
والأنفس	wa-al-Anfus	3
والأنواع	wa-al-anwāʻ	3
والأهازيج	wa-al-ahāzīj	3
والأواخر	wa-al-awākhir	3
موانع	Mawāniʻ	3
مواقفها	mawāqifuhā	3
والأوسط	wa-al-Awsaṭ	3
الأتحاد	al-Ittiḥād	3
والإجتهادات	wa-al-ijtihādāt	3
والإجرائية	wa-al-ijrāʼīyah	3
الآسيوي	al-Āsiyawī	3
الاحتفالات	al-Iḥtifālāt	3
والإستقرار	wa-al-istiqrār	3
منهن	minhunna	3
والإسلاميين	wa-al-Islāmīyīn	3
منهجا	manhajan	3
منمنمات	Munamnamāt	3
الآلية	al-ālīyah	3
الاحتجاجية	al-iḥtijājīyah	3
منفية	manfīyah	3
مهزوم	mahzūm	3
والإعلامية	wa-al-iʻlāmīyah	3
1365	1365	3
الاحتلام	al-iḥtilām	3
والإفريقية	wa-al-Ifrīqīyah	3
الاحتيال	al-iḥtiyāl	3
الآشورية	al-Āshūrīyah	3
الاحدب	al-Aḥdab	3
والإستجابة	wa-al-istijābah	3
والإستثمار	wa-al-istithmār	3
مهرة	Muhrah	3
والإحتلال	wa-al-iḥtilāl	3
الاثنا	al-ithnā	3
مهدلي	Mahdalī	3
الاجباري	al-ijbārī	3
reality	reality	3
مهجع	Muhajjiʻ	3
والإختلاف	wa-al-ikhtilāf	3
مهتار	Muhtār	3
مهايني	Mahāynī	3
مهام	mahāmm	3
والإخراج	wa-al-ikhrāj	3
مهاد	mihād	3
الأبجدية	al-Abjadīyah	3
والإدعاء	wa-al-iddiʻāʼ	3
الأباتي	al-Abātī	3
والإدعاءات	wa-al-iddiʻāʼāt	3
منّاع	Mannāʻ	3
الأباء	al-ābāʼ	3
الاجتهادي	al-ijtihādī	3
والإرتقاء	wa-al-irtiqāʼ	3
نحاة	nuḥāt	3
وابعاد	wa-abʻād	3
والطالبات	wa-al-ṭālibāt	3
وآثارهما	wa-āthāruhumā	3
الأودي	al-Awdī	3
الأوراد	al-awrād	3
نوع	nawʻ	3
نوروز	Nawrūz	3
نورهان	Nūrhān	3
secrets	secrets	3
الأعلاق	al-aʻlāq	3
نوبية	Nūbīyah	3
الأوزان	al-awzān	3
الأوصاف	al-awṣāf	3
الأعظمية	al-Aʻẓamīyah	3
154	154	3
وآراؤهم	wa-ārāʼuhum	3
status	status	3
نوفلي	Nawfalī	3
و30	wa-30	3
و26	wa-26	3
نيلة	Nīlah	3
الأفاضل	al-Afāḍil	3
نيكل	Nīkil	3
الأفارقة	al-Afāriqah	3
series	series	3
هيلين	Hīlīn	3
نيشابوري	Nīshābūrī	3
نيرون	Nīrūn	3
هيمنة	haymanah	3
self	self	3
هيني	Hīnī	3
الأهمية	al-Ahammīyah	3
الأغلال	al-aghlāl	3
نويضي	Nuwayḍī	3
و11	wa-11	3
الأعور	al-Aʻwar	3
نونو	Nūnū	3
و1960	1960	3
نوميديا	Nūmīdiyā	3
نومسوك	Nūmsūk	3
نوافل	Nawāfil	3
هيلانة	Hīlānah	3
الأصيلي	al-Aṣīlī	3
نموذجين	namūdhajayn	3
نموذجية	namūdhajīyah	3
نموذجي	namūdhajī	3
الأيدي	al-aydī	3
159	159	3
نمقه	nammaqahu	3
الأطباق	al-Aṭbāq	3
الأضرحة	al-aḍriḥah	3
الأضرار	al-aḍrār	3
strategy	strategy	3
وأخرجه	wa-akhrajahu	3
نلعب	nalʻab	3
وأخرجها	wa-akhrajahā	3
نكهمي	Nikahʹmī	3
نكة	nukat	3
نكادي	Nikādī	3
وأد	Waʼd	3
الأصنج	al-Aṣnaj	3
نموذجٱ	namūdhajan	3
وأجمل	wa-ajmal	3
نها	Nuhā	3
نواسخ	Nawāsikh	3
الأولا	al-ūlā	3
الأعشاب	al-aʻshāb	3
الأولمبية	al-Ūlimbīyah	3
155	155	3
الأعراس	al-aʻrās	3
نواحي	nawāḥī	3
sea	sea	3
نهدي	Nahdī	3
الأونسكو	al-Ūniskū	3
الأعتصام	al-Iʻtiṣām	3
الأونى	al-ūlá	3
هيلان	Hīlān	3
همسة	Hamsat	3
هذلي	Hudhalī	3
الأموات	al-amwāt	3
الأموى	al-Umawī	3
همذان	Hamadhān	3
همذاني	Hamadhānī	3
الأميرات	al-amīrāt	3
الألفباء	al-alifbāʼ	3
هدم	hadm	3
الأناشيد	al-Anāshīd	3
هداوي	Haddāwī	3
الألسنة	al-alsinah	3
الألسن	al-Alsun	3
هميم	Hamīm	3
الألباء	al-alibbāʼ	3
الأمينة	al-Amīnah	3
الأكياس	al-akyās	3
الأنابيب	al-anābīb	3
الأمناء	al-Umanāʼ	3
هماش	Hammāsh	3
الأممية	al-Umamīyah	3
الأمثل	al-amthal	3
هضيبي	Huḍaybī	3
هطلاني	Haṭalānī	3
هروري	Hirūrī	3
هروب	hurūb	3
هفان	Hiffān	3
هرمزي	Hurmuzī	3
هرماس	Harmās	3
الأمريكيين	al-Amrīkīyīn	3
هلالة	Hilālah	3
الأمارة	al-imārah	3
هلهول	Halhūl	3
الأملاك	al-Amlāk	3
هراوي	Harrāwī	3
six	six	3
هليوبوليس	Hilyūbūlīs	3
هجابي	Hijābī	3
الأناضول	al-Anāḍūl	3
الأفتاء	al-Iftāʼ	3
هيبه	Haybah	3
الأقدمين	al-aqdamīn	3
الأقحوان	al-uqḥuwān	3
هويتنا	Huwīyatunā	3
هاذه	Hādhihi	3
هيئات	hayʼāt	3
الأفنان	al-afnān	3
الأنطونى	al-Anṭūnī	3
هندو	Hindū	3
هيتو	Hītū	3
الأفعى	al-afʻá	3
الأنعام	al-Anʻām	3
الأنف	al-unuf	3
هأ	haʼ	3
هيرو	Hīrū	3
الأنفوشي	al-Anfūshī	3
1517	1517	3
stamped	stamped	3
الأنموذج	al-Unmūdhaj	3
هارولد	Hārūld	3
145	145	3
الأقصوصة	al-Uqṣūṣah	3
146	146	3
هتلان	Hatlān	3
الأكثرية	al-aktharīyah	3
الأكباد	al-akbād	3
الأكام	al-aḥkām	3
الأكاذيب	al-akādhīb	3
الأنبارى	al-Anbārī	3
الأكاديميين	al-akādīmīyīn	3
الأنبه	al-anbah	3
هبدان	Habdān	3
هواء	Hawāʼ	3
هوادة	hawādah	3
هواس	Hawwās	3
هاوار	Hāwār	3
الأنثوية	al-unthawīyah	3
الأقطاب	al-Aqṭāb	3
الأقصي	al-aqṣá	3
هولاكو	Hūlākū	3
الأصنام	al-aṣnām	3
الإسهامات	al-Isʹhāmāt	3
1729	1729	3
réunies	réunies	3
وإخراجه	wa-ikhrājihi	3
172	172	3
نشد	nashad	3
نشاطي	Nashāṭī	3
نشاطها	nashāṭuhā	3
الإستشراقي	al-istishrāqī	3
الإستشراقية	al-istishrāqīyah	3
وإدارية	wa-idārīyah	3
نشابه	Nashshābah	3
وإدمان	wa-idmān	3
وإستدراك	wa-istidrāk	3
الإستعداد	al-Istiʻdād	3
الإستفادة	al-istifādah	3
الإستفتاء	al-istiftāʼ	3
الإستقلالية	al-istiqlālīyah	3
وإرهاب	wa-irhāb	3
الإستمرار	al-istimrār	3
وإحصاءات	wa-iḥṣāʼāt	3
الإستراتجية	al-Istirātijīyah	3
وإتفاقية	wa-ittifāqīyat	3
الأسطل	al-Asṭal	3
وأنوار	wa-anwār	3
الإرترية	al-Iritrīyah	3
170	170	3
systems	systems	3
الإرجاء	al-irjāʼ	3
الإرشادية	al-irshādīyah	3
وأوجه	wa-awjuh	3
وأوصى	wa-awṣá	3
وأولياء	wa-awliyāʼ	3
نشوي	Nashawī	3
نشوب	nushūb	3
171	171	3
الأستار	al-astār	3
1411	1411	3
الإستخبارات	al-istikhbārāt	3
الإستخدام	al-istikhdām	3
وإتجاهاتها	wa-ittijāhātuhā	3
نسقه	nassaqahu	3
وأناشيد	wa-anāshīd	3
وإنتماء	wa-intimāʼ	3
الأزبكية	al-Azbakīyah	3
الأزاهر	al-azāhir	3
الأرگاني	al-Argānī	3
الأريج	al-arīj	3
وإمرأة	wa-imraʼah	3
ندب	nadb	3
نداوي	Nadāwī	3
نخيل	Nakhīl	3
الإستنباط	al-istinbāṭ	3
الأرموي	al-Urmawī	3
الأرمني	al-Armanī	3
الأرمنازي	al-Armanāzī	3
نحيب	Naḥīb	3
1403	1403	3
الإسهام	al-Isʹhām	3
وإكمال	wa-ikmāl	3
وإستراتيجيات	wa-istirātījīyāt	3
الإستنساخ	al-Istinsākh	3
نسف	nasf	3
الإستهلاك	al-istihlāk	3
نسخها	nasakhahā	3
الإستيطان	al-Istīṭān	3
نسختين	nuskhatayn	3
1409	1409	3
وإسماعيل	wa-Ismāʻīl	3
الإسرائيلى	al-Isrāʼīlī	3
الإسرائيليات	al-Isrāʼīlīyāt	3
نزية	Nazīh	3
الإسرائيليين	al-Isrāʼīlīyīn	3
وإضافات	wa-iḍāfāt	3
team	team	3
1406	1406	3
وإعترافات	wa-iʻtirāfāt	3
وإعلان	wa-iʻlān	3
الإسكندراني	al-Iskandarānī	3
نصيرات	Nuṣayrāt	3
الإدغام	al-Idghām	3
نقوي	Naqawī	3
الأشوح	al-Ashwaḥ	3
وأسر	wa-usar	3
الإثنين	al-Ithnayn	3
الإجارة	al-ijārah	3
الإجازات	al-ijāzāt	3
الإجازة	al-Ijāzah	3
نفوذ	nufūdh	3
نفقته	nafaqatihi	3
الأشهر	al-ashhur	3
الإجمالي	al-ijmālī	3
نفق	nafaq	3
وأسس	wa-usus	3
وأسطورة	wa-usṭūrat	3
وأسكنه	wa-askanahu	3
نفعنا	nafaʻanā	3
وأسلافهم	wa-aslāfihim	3
وأسلوبا	wa-uslūban	3
وأسلوبه	wa-uslūbuhu	3
الإجتهادات	al-ijtihādāt	3
الإجرائي	al-ijrāʼī	3
نقابات	niqābāt	3
وأسامي	wa-asāmī	3
الإبريز	al-Ibrīz	3
الأصمعيات	al-Aṣmaʻīyāt	3
وأدلته	wa-adillatih	3
الأصلي	al-aṣlī	3
students	students	3
الإبن	al-ibn	3
نقرأ	naqraʼu	3
وأديبات	wa-adībāt	3
الإتفاق	al-ittifāq	3
وأرق	wa-araq	3
وأرقام	wa-arqām	3
وأزمات	wa-azamāt	3
الإثارة	al-ithārah	3
وأساتذة	wa-asātidhat	3
نقارة	Naqqārah	3
نقابي	niqābī	3
الإجمالية	al-ijmālīyah	3
نعمت	Niʻmat	3
الإختراع	al-ikhtirāʻ	3
الإختصاصات	al-ikhtiṣāṣāt	3
وأقواله	wa-aqwāluhu	3
الأسمدة	al-asmidah	3
نعال	Naʻʻāl	3
وأكثر	wa-akthar	3
الإخلاء	al-ikhlāʼ	3
الإجهاض	al-Ijhāḍ	3
الإخواني	al-Ikhwānī	3
وألغاز	wa-alghāz	3
وألمانيا	wa-Almāniyā	3
نظشم	Niẓām	3
وأمراض	wa-amrāḍ	3
الأسكداري	al-Uskudārī	3
وأمل	wa-amal	3
نظامها	niẓāmuhā	3
الأسقف	al-Usquf	3
17-18	17-18	3
وأفق	wa-ufuq	3
وأفغانستان	wa-Afghānistān	3
الإحصائيية	al-Iḥṣāʼīyah	3
الإحالة	al-Iḥālah	3
نفزاوي	Nafzāwī	3
الإحتجاجية	al-iḥtijājīyah	3
نفاق	nifāq	3
نغيمشي	Nughaymshī	3
sun	sun	3
الأشرطة	al-ashriṭah	3
نعيمى	Nuʻaymah	3
الإحسائي	al-Aḥsāʼī	3
165	165	3
وأعلامه	wa-aʻlāmuh	3
الأسيرة	al-asīrah	3
وأعول	wa-aʻūl	3
وأعيانها	wa-aʻyānuhā	3
الارثوذكسيين	al-Urthūdhuksiyīn	3
1863	1863	3
ممكن	mumkin	3
والخطط	wa-al-Khiṭaṭ	3
استحقاق	istiḥqāq	3
مستقبليات	mustaqbalīyāt	3
مستقبلها	mustaqbaluhā	3
الايديولوجي	al-aydiyūlūjī	3
والخصوم	wa-al-khuṣūm	3
مستفيض	mustafīḍ	3
مستفى	Mustafá	3
استحباب	istiḥbāb	3
الايديولوجية	al-aydiyūlūjīyah	3
استحالة	Istiḥālat	3
والخطباء	wa-al-khuṭabāʼ	3
استبصار	Istibṣār	3
استاد	Ustād	3
والخمر	wa-al-khamr	3
مستشفى	Mustashfá	3
مستديرة	mustadīrah	3
والخواص	wa-al-khawāṣṣ	3
استاذنا	ustādhinā	3
الايضاحية	al-īḍāḥīyah	3
الايطالية	al-Īṭālīyah	3
مستدامة	mustadāmah	3
الايغومانس	al-Īghūmānus	3
والخوف	wa-al-khawf	3
مستحيلة	mustaḥīlah	3
مستقلة	mustaqillah	3
استخرج	istakhraja	3
استخرجه	istakhrajahu	3
والحملة	wa-al-ḥamlah	3
population	population	3
والحنيفية	wa-al-Ḥanīfīyah	3
مسرحة	Masraḥat	3
مسدالي	Misdālī	3
والحيوانات	wa-al-ḥayawānāt	3
والخبرات	wa-al-khibrāt	3
الاولياء	al-awliyāʼ	3
الاولين	al-awwalīn	3
مستوحاه	mustawḥāh	3
مستنيرة	mustanīrah	3
مستنقع	mustanqaʻ	3
استخلصها	istakhlaṣahā	3
مستمسك	Mustamsik	3
مستمدة	mustamaddah	3
والخيار	wa-al-khiyār	3
استزراع	Istizrāʻ	3
البارد	al-bārid	3
والدكتوراة	wa-al-duktūrāh	3
والدمار	wa-al-damār	3
مسؤول	masʼūl	3
والدنيا	wa-al-dunyā	3
والدو	Waldo	3
البارباري	al-Bārbārī	3
والدواء	wa-al-dawāʼ	3
ازميري	Izmīrī	3
والدار	wa-al-Dār	3
البارز	al-bāriz	3
البارزي	al-Bārizī	3
والدي	Wālidī	3
والديات	wa-al-diyāt	3
مزين	muzayyan	3
والديار	wa-al-diyār	3
والديمغرافيا	wa-al-dīmughrāfiyā	3
البارود	al-bārūd	3
والدكتاتورية	wa-al-diktātūrīyah	3
مسائله	masāʼilihi	3
poets	poets	3
مساوئ	Masāwiʼ	3
والدارسين	wa-al-dārisīn	3
الاچر	al-Azhar	3
مساهل	Musāhil	3
اسبانيا	Isbāniyā	3
اسبارطيل	Isbārṭīl	3
اسبابه	asbābuhu	3
مسافرة	musāfirah	3
والدرة	wa-al-Durrah	3
مسافة	Masāfah	3
والدرس	wa-al-dars	3
البابكية	al-Bābakīyah	3
مساعدون	musāʻidūn	3
مساطر	masāṭir	3
اساطير	asāṭīr	3
1908	1908	3
مساد	Massād	3
والحلال	wa-al-ḥalāl	3
الاوزجندي	al-Ūzjandī	3
مشروعة	mashrūʻah	3
اسرائيلية	Isrāʼīlīyah	3
مشروح	Mishrūḥ	3
والجمالي	wa-al-jamālī	3
الانزياح	al-inziyāḥ	3
والجمر	wa-al-jamr	3
الانس	al-uns	3
الانساب	al-ansāb	3
والجمهوري	wa-al-Jumhūrī	3
الانساق	al-ansāq	3
والجنسية	wa-al-jinsīyah	3
والجهل	wa-al-jahl	3
الانسحاب	al-insiḥāb	3
مشخص	Mushakhkhiṣ	3
مشتمل	mushtamil	3
مشتق	mushtaqq	3
الانسية	al-Unsīyah	3
والجودة	wa-al-jawdah	3
الانشطة	al-anshiṭah	3
مشروعه	mashrūʻihi	3
مشعر	Mashʻar	3
132	132	3
مشفوعة	mashfūʻah	3
اسفراييني	Isfarāyīnī	3
19-	19-	3
الانترنت	al-Intirnit	3
مصائر	maṣāʼir	3
الانتساب	al-intisāb	3
مشيكة	Mashīkah	3
مشيرقي	Mushayriqī	3
الانتفاضات	al-Intifāḍāt	3
مشيخي	Mushaykhī	3
والجبائي	wa-al-Jibāʼī	3
اسفار	Asfār	3
الانتفاع	al-intifāʻ	3
مشهورة	mashhūrah	3
والجبل	wa-al-jabal	3
والجدل	wa-al-jadal	3
اسطيفان	Isṭīfān	3
والجرائح	wa-al-jarāʼiḥ	3
والجراحة	wa-al-jirāḥah	3
اسطنبول	Isṭanbūl	3
pratique	pratique	3
اسطفانوس	Isṭafānūs	3
والجوهر	wa-al-jawhar	3
مشاىخى	Mashāyikhī	3
مسري	Masrī	3
الاواخر	al-awākhir	3
الانيس	al-Anīs	3
مسلمين	Muslimīn	3
مسلمة	Muslimah	3
والحشرات	wa-al-ḥasharāt	3
مسكوني	Miskūnī	3
مسقطات	Musqiṭāt	3
والحضور	wa-al-ḥuḍūr	3
مشاوي	Mashāwī	3
والحقائق	wa-al-ḥaqāʼiq	3
مسقاوي	Misqāwī	3
الاوربي	al-Ūrubbī	3
مسعودى	Masʻūdī	3
استشراف	istishrāf	3
استشاري	istishārī	3
والحكاية	wa-al-ḥikāyah	3
مسعفة	Musʻifat	3
مسعر	Misʻar	3
استشارات	istishārāt	3
مسندم	Musandam	3
والحرفية	wa-al-ḥirfīyah	3
والحربية	wa-al-ḥarbīyah	3
مشاكلها	mashākiluhā	3
استكشاف	istikshāf	3
الانعتاق	al-inʻitāq	3
مشاعر	Mashāʻir	3
الانعقاد	al-Inʻiqād	3
والحال	wa-al-ḥāl	3
مش	mish	3
والحبشة	wa-al-Ḥabashah	3
مسيكه	Masīkah	3
مسيكة	Missīkah	3
استقصا	Istiqṣā	3
استقراء	istiqrāʼ	3
والحجة	wa-al-ḥujjah	3
مسيرتي	Masīratī	3
والحدائق	wa-al-ḥadāʼiq	3
الانكليز	al-Inkilīz	3
البازرجاني	al-Bāzirjānī	3
الارجوزة	al-Urjūzah	3
والشركة	wa-al-sharikah	3
مذبح	madhbaḥ	3
والشاحج	wa-al-shāḥij	3
البررة	al-bararah	3
البرزاني	al-Bārzānī	3
اده	Iddih	3
مديفر	Mudayfir	3
البرعصي	al-Barʻaṣī	3
والشروح	wa-al-shurūḥ	3
والشروط	wa-al-shurūṭ	3
والشعائر	wa-al-shaʻāʼir	3
مدنيا	madanīyan	3
ادلبي	Idlibī	3
ادلب	Idlib	3
مدمرة	mudammirah	3
البركاني	al-Burkānī	3
البرلمانات	al-barlamānāt	3
مذحجي	Madhḥajī	3
مذكر	Mudhakkir	3
والسهروردي	wa-al-Suhrawardī	3
والسوداني	wa-al-Sūdānī	3
والسورية	wa-al-Sūrīyah	3
1912	1912	3
مذيلة	mudhayyalah	3
البراكين	al-barākīn	3
مذهبية	madhhabīyah	3
ادي	Adī	3
والسيد	wa-al-Sayyid	3
مذهبي	madhhabī	3
البرتغال	al-Burtughāl	3
والسيف	wa-al-sayf	3
مذكراته	mudhakkirātih	3
مدرسية	madrasīyah	3
البرمكي	al-Barmakī	3
والسنين	wa-al-sinīn	3
peace	peace	3
مخطوطتين	makhṭūṭatayn	3
والصولجان	wa-al-ṣawlajān	3
مخضرمي	mukhaḍramī	3
والصوم	wa-al-ṣawm	3
مخزنجي	Makhzanjī	3
البساتين	al-basātīn	3
والصيد	wa-al-ṣayd	3
مدراس	Madrās	3
1918-1920	1918-1920	3
والصيغ	wa-al-ṣiyagh	3
والضرورة	wa-al-ḍarūrah	3
والضعيف	wa-al-ḍaʻīf	3
والضفة	wa-al-Ḍiffah	3
البسملة	al-Basmalah	3
والضلال	wa-al-ḍalāl	3
البسومي	al-Bassūmī	3
والضوء	wa-al-ḍawʼ	3
والضياع	wa-al-ḍayāʻ	3
والصليبيون	wa-al-Ṣalībīyūn	3
اخي	Akhī	3
والصلح	wa-al-ṣulḥ	3
والصغيرة	wa-al-ṣaghīrah	3
مددي	Madadī	3
والشكر	wa-al-shukr	3
مدحة	Midḥat	3
والشمائل	wa-al-shamāʼil	3
البرنوصي	al-Barnūṣī	3
البرواني	al-Barwānī	3
ادبه	adabuh	3
والصالحين	wa-al-ṣāliḥīn	3
129	129	3
مدافع	Madāfiʻ	3
والصحف	wa-al-ṣuḥuf	3
مدارسها	madārisihā	3
البروق	al-burūq	3
البريدي	al-Barīdī	3
مدا	Madā	3
والصعوبات	wa-al-ṣuʻūbāt	3
مخيمات	mukhayyamāt	3
البراجة	al-Barājah	3
مزود	muzawwad	3
البتار	al-battār	3
والرسالة	wa-al-risālah	3
الباهرات	al-bāhirāt	3
والرعد	wa-al-raʻd	3
والروائية	wa-al-Riwāʼīyah	3
ارشيد	Arshīd	3
مرنيسي	Mernissi	3
مرمى	marmá	3
مرموش	Marmūsh	3
الببليوغرافيا	al-Bibliyūghrāfiyā	3
مركر	Markaz	3
البتروكيماوية	al-batrūkīmāwīyah	3
البترون	al-Batrūn	3
مرق	Maraq	3
والرياضيات	wa-al-riyāḍīyāt	3
البتيري	al-Battīrī	3
اردبيلي	Ardabīlī	3
والزخرفة	wa-al-zakhrafah	3
مرعب	Murʻib	3
ارجوزة	Urjūzat	3
والزنادقة	wa-al-zanādiqah	3
والزهد	wa-al-zuhd	3
والرحمة	wa-al-raḥmah	3
البامياني	al-Bāmiyānī	3
والربيع	wa-al-rabīʻ	3
الباسل	al-Bāsil	3
والذات	wa-al-dhāt	3
مزمن	muzmin	3
مزليني	Mazlīnī	3
مزعل	Muzʻil	3
مزرعاني	Mazraʻānī	3
والذين	wa-alladhīna	3
مزدوجات	muzdawajāt	3
والرأسمالية	wa-al-raʼsmālīyah	3
اريج	Arīj	3
مزايا	mazāyā	3
مزارع	Mazāriʻ	3
ارواح	arwāḥ	3
الباقى	al-Bāqī	3
مريمي	Maryamī	3
الباكستانية	al-Bākistānīyah	3
الباكير	al-Bākīr	3
والربط	wa-al-rabṭ	3
والزوايا	wa-al-zawāyā	3
البدرين	al-badrayn	3
مربعة	Maṭbaʻat	3
مرايحي	Marāyiḥī	3
البدارين	al-Badārīn	3
والسفر	wa-al-safar	3
مرامر	Marāmir	3
مراكبي	Marākibī	3
والسفور	wa-al-sufūr	3
والسكين	wa-al-sikkīn	3
والسلاح	wa-al-silāḥ	3
مرسومي	Marsūmī	3
130	130	3
والسلامة	wa-al-salāmah	3
البدعية	al-bidʻīyah	3
والسلف	wa-al-salaf	3
البدن	al-badan	3
مراسيل	Marāsīl	3
مرازيق	Marāzīq	3
والسلفية	wa-al-salafīyah	3
والسلم	wa-al-salam	3
مراجعتها	murājaʻatuhā	3
البديعية	al-badīʻīyah	3
والسلوكية	wa-al-sulūkīyah	3
مرت	marrat	3
مرتجل	murtajal	3
والزيادات	wa-al-ziyādāt	3
البحرة	al-Baḥrah	3
والزيارة	wa-al-ziyārah	3
مرزباني	Marzubānī	3
مرزبان	Marzubān	3
مردوية	Mardawayh	3
والسؤال	wa-al-suʼāl	3
photography	photography	3
مرح	Maraḥ	3
والساحل	wa-al-Sāḥil	3
مرجعية	marjiʻīyah	3
والسامرائية	wa-al-Sāmarrāʼīyah	3
مرجعيات	marjiʻīyāt	3
ارتشاف	Irtishāf	3
ارتجالا	irtijālan	3
والسجن	wa-al-sijn	3
مرتدى	Murtaḍá	3
والسحق	wa-al-saḥq	3
مرتجي	Murtajī	3
والسخرية	wa-al-sukhrīyah	3
البخشي	al-Bakhshī	3
والجامع	wa-al-jāmiʻ	3
مقاهي	maqāhī	3
مقتطف	Muqtaṭaf	3
والبهتان	wa-al-buhtān	3
1348	1348	3
اعدام	iʻdām	3
الاسماع	al-asmāʻ	3
والتأخير	wa-al-taʼkhīr	3
اعتني	iʻtaná	3
مقارنه	muqāranah	3
الاسماعيليون	al-Ismāʻīlīyūn	3
مقامه	maqāmihi	3
1880	1880	3
والتاج	wa-al-tāj	3
اعتمدت	Iʻtamadat	3
مقالاته	maqālātih	3
اعتمادا	iʻtimādan	3
الاسير	al-asīr	3
اعسم	Aʻsam	3
الاسلامبولي	al-Islāmbūlī	3
اعشي	Aʻshī	3
والبنى	wa-al-buná	3
الاسحاقي	al-Isḥāqī	3
والبروتوكولات	wa-al-burūtūkūlāt	3
مقطري	Miqṭarī	3
الاسر	al-usar	3
مقصود	Maqṣūd	3
مقصد	Maqṣad	3
اعوان	Aʻwān	3
مقرب	Muqarrib	3
مقراني	Maqrānī	3
والبصرة	wa-al-Baṣrah	3
والبطل	wa-al-baṭal	3
والبغاء	wa-al-bighāʼ	3
الاسكافي	al-Iskāfī	3
الاسكندراني	al-Iskandarānī	3
والبلاغ	wa-al-balāgh	3
اعلامه	aʻlāmihi	3
والبلدات	wa-al-baldāt	3
اعقاب	aʻqāb	3
والبنكي	wa-al-Bankī	3
اعتصام	Iʻtiṣām	3
مقطعات	Muqaṭṭaʻāt	3
اطفال	aṭfāl	3
مفتوحا	maftūḥan	3
مفتشي	mufattishī	3
والتخلف	wa-al-takhalluf	3
مفاهيمية	mafāhīmīyah	3
الاصطهباناتي	al-Iṣṭihbānātī	3
والتداولية	wa-al-tadāwulīyah	3
والتدبير	wa-al-tadbīr	3
مفاتح	Mafātiḥ	3
مغيلي	Maghīlī	3
والتذكرة	wa-al-tadhkirah	3
والتربة	wa-al-turbah	3
مغلوطة	maghlūṭah	3
134	134	3
الاصنام	al-aṣnām	3
مغلبية	Maghlabīyah	3
والترتيب	wa-al-tartīb	3
الاصيلة	al-aṣīlah	3
اضاف	aḍāfa	3
الاضطهاد	al-iḍṭihād	3
الاصبغ	al-Aṣbagh	3
مفرد	mufrad	3
الاشتباه	al-ishtibāh	3
الاشتباهات	al-ishtibāhāt	3
مقارنات	muqāranāt	3
مقابل	muqābil	3
الاشتهاردي	al-Ishtihārdī	3
مقابسات	Muqābasāt	3
مقابر	maqābir	3
اعتبارا	iʻtibāran	3
والتجمع	wa-al-tajammuʻ	3
مفهرس	mufahras	3
الاشرفي	al-Ashrafī	3
مفكرون	Mufakkirūn	3
والتحالف	wa-al-taḥāluf	3
مفضليات	Mufaḍḍalīyāt	3
1343	1343	3
الاشهب	al-Ashhab	3
1342	1342	3
اظهره	aẓharahu	3
والبرق	wa-al-Barq	3
والبرامكة	wa-al-Barāmikah	3
والجابري	wa-al-Jābirī	3
ملطاوي	Malaṭāwī	3
والاعادة	wa-al-iʻādah	3
